epoch,aa_acc,acc,kl_loss,loss,vae_loss,val_aa_acc,val_acc,val_kl_loss,val_loss,val_vae_loss,val_xent_loss,xent_loss
0,0.36242604187943717,0.6140418604693629,277.3199126530777,2458.541825727983,2458.541825727983,0.4423041912642392,0.7189952406016263,170.72704245827416,1313.8677867542613,1313.8677867542613,1143.1407581676137,2181.221923828125
1,0.4385418322953311,0.7165039723569696,92.1023212779652,1282.3523947975852,1282.3523947975852,0.46010600436817517,0.7269352132623846,64.4198604930531,1134.874844637784,1134.874844637784,1070.4549948952415,1190.2500998757102
2,0.44928875023668463,0.7201947407288984,34.16107333790172,1136.3041659268465,1136.3041659268465,0.4529221708124334,0.7227636955001138,25.842072573575106,1106.096768465909,1106.096768465909,1080.2547440962358,1102.1430442116477
3,0.45446049083362927,0.7250776995312084,20.442703420465644,1096.3648681640625,1096.3648681640625,0.4629149220206521,0.7296789992939342,20.186352816495027,1060.848194469105,1060.848194469105,1040.6618485884233,1075.9221357865767
4,0.4541624730283564,0.7243784124200995,17.261068604209207,1081.567754572088,1081.567754572088,0.4593780988996679,0.7269473509355024,17.04225288737904,1060.242753462358,1060.242753462358,1043.2004727450285,1064.3066517223012
5,0.4599869034507058,0.7271149050105702,15.727130543101918,1066.5699851296165,1066.5699851296165,0.4737152321772142,0.7369779619303617,14.742106437683105,1023.8632146661931,1023.8632146661931,1009.1211103959517,1050.8428677645597
6,0.47827267375859345,0.738451827656139,17.57276049527255,1020.1899136629971,1020.1899136629971,0.4951448277993636,0.7463626590642062,19.968606081875887,974.8605346679688,974.8605346679688,954.8919178355824,1002.6171542080966
7,0.4968731105327606,0.746394233270125,20.63698369806463,977.2543834339489,977.2543834339489,0.509262431751598,0.7527607733553107,20.451669692993164,950.707802512429,950.707802512429,930.2561146129261,956.617392800071
8,0.5197405842217532,0.7575271996584806,23.15702871842818,926.1320634321733,926.1320634321733,0.5319006822325967,0.7629637772386725,24.844456932761453,895.1053355823864,895.1053355823864,870.2608753551136,902.9750033291904
9,0.5436543388800188,0.7703598466786471,25.794293316927824,873.5166015625,873.5166015625,0.5627558827400208,0.7808469317176125,26.68328267877752,829.291914506392,829.291914506392,802.6086314808239,847.7222900390625
10,0.5650302496823397,0.7830201062289152,27.572771419178356,827.5707397460938,827.5707397460938,0.5859919407150962,0.7930822589180686,27.017094005237926,786.2193437056108,786.2193437056108,759.2022649591619,799.9979525479404
11,0.5802200382406061,0.7910644953901117,28.283836017955434,798.2172130237926,798.2172130237926,0.5963764028115706,0.7991477251052856,29.122451088645242,768.4241333007812,768.4241333007812,739.301680131392,769.9333939985795
12,0.6044227860190652,0.8032658316872336,30.99247880415483,758.3632091175426,758.3632091175426,0.6246836944059893,0.8135902231389825,30.14550919966264,721.1397538618608,721.1397538618608,690.9942515980114,727.3707330877131
13,0.6204568635333668,0.8120507977225564,32.10573196411133,724.4713079279119,724.4713079279119,0.6316963759335604,0.8177908875725486,32.86174288662997,695.6996238014915,695.6996238014915,662.8378628817471,692.3655728426846
